DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MN,905,19405.21989,5748.196685,4479.543646
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MO,1531,20671.45852,5256.980405,4020.2371
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MS,979,20390.8335,4995.738509,3835.389173
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,MT,191,14788.62304,5197.256545,4063.790576
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NC,2340,17655.35,5439.823077,4227.022222
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,ND,174,13427.86782,5218.91954,4210.304598
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NE,396,19724.42677,5471.760101,4084.065657
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NH,288,19947.07986,5934.152778,4394.326389
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NJ,1978,45671.90344,6197.324065,4911.335187
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NM,317,20898.69401,5841.0347,4845.113565
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NV,413,35842.65375,5720.038741,4490.181598
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NY,2971,25033.13564,7186.811848,5818.901043
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OH,2427,21160.80841,5281.765966,3999.372888
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OK,896,19501.54911,5126.104911,3911.690848
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,OR,485,16953.74227,6160.602062,4556.338144
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,PA,2800,28317.12286,5798.086786,4481.044643
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,RI,169,18448.99408,5939.786982,4709.668639
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,SC,1182,22631.9264,5249.400169,4044.156514
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,SD,199,16527.91457,5696.924623,4357.648241
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,TN,1651,20620.05451,5011.729255,3656.07874
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,TX,4229,29148.06243,5405.939702,4150.777962
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,UT,313,14064.64217,5502.501597,4029.341853
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VA,1957,19498.27338,5273.276955,3937.562596
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VT,123,17024.00813,7257.138211,5711.98374
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WA,1104,23049.30707,5980.700181,4418.583333
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WI,938,18254.44243,5382.654584,4129.82516
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WV,553,13776.15371,5279.377939,4146.063291
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WY,69,14992.89855,6921.246377,5619.985507
069 - TRANSIENT ISCHEMIA,AK,64,21059.46875,7578.203125,6553.515625
069 - TRANSIENT ISCHEMIA,AL,1332,21985.87538,4279.557808,3161.225225
069 - TRANSIENT ISCHEMIA,AR,1075,14143.86326,4341.423256,3253.127442
069 - TRANSIENT ISCHEMIA,AZ,1302,26172.89017,5039.463134,3696.613671
069 - TRANSIENT ISCHEMIA,CA,4030,40305.77519,6346.304467,5181.808933
069 - TRANSIENT ISCHEMIA,CO,687,24490.35371,4837.084425,3798.742358
069 - TRANSIENT ISCHEMIA,CT,1233,19209.33252,5809.93674,4743.396594
069 - TRANSIENT ISCHEMIA,DC,203,21180.41379,6516.325123,5334.423645
069 - TRANSIENT ISCHEMIA,DE,420,14716.28571,5533.75,4156.27381
069 - TRANSIENT ISCHEMIA,FL,7742,28469.46345,4609.041333,3451.036683
069 - TRANSIENT ISCHEMIA,GA,1904,20243.81408,4777.546744,3541.800945
069 - TRANSIENT ISCHEMIA,HI,88,20503.13636,7017.215909,5329.75
069 - TRANSIENT ISCHEMIA,IA,401,16362.44638,4598.014963,3353.169576
069 - TRANSIENT ISCHEMIA,ID,141,14042,4804.595745,3606.234043
069 - TRANSIENT ISCHEMIA,IL,4490,22782.44365,5115.598886,3900.020267
069 - TRANSIENT ISCHEMIA,IN,2063,17500.44256,4686.217159,3502.151721
069 - TRANSIENT ISCHEMIA,KS,494,22406.52227,4680.255061,3262.623482
069 - TRANSIENT ISCHEMIA,KY,1876,17602.78412,4635.189232,3624.66258
069 - TRANSIENT ISCHEMIA,LA,1290,18270.18605,4622.935659,3485.327907
069 - TRANSIENT ISCHEMIA,MA,1786,13574.59854,6253.108063,5186.555991
069 - TRANSIENT ISCHEMIA,MD,2362,7206.95597,6803.085521,5739.903472
069 - TRANSIENT ISCHEMIA,ME,232,13776.93103,4884.456897,3772.146552
069 - TRANSIENT ISCHEMIA,MI,4108,13894.46738,5125.13705,4075.376826
069 - TRANSIENT ISCHEMIA,MN,822,16329.49878,5262.20438,4033.965937
069 - TRANSIENT ISCHEMIA,MO,1434,19974.51953,4780.067643,3531.56834
069 - TRANSIENT ISCHEMIA,MS,1041,20068.06628,4446.43708,3303.958694
069 - TRANSIENT ISCHEMIA,MT,85,11807.68235,4692.011765,3548.741176
069 - TRANSIENT ISCHEMIA,NC,2982,16689.94433,4859.261905,3739.019115
069 - TRANSIENT ISCHEMIA,ND,91,12886.76923,4746.945055,3732.153846
069 - TRANSIENT ISCHEMIA,NE,337,18083.20772,4905.189911,3696.412463
069 - TRANSIENT ISCHEMIA,NH,211,18181.48341,4957.781991,3796.734597
069 - TRANSIENT ISCHEMIA,NJ,3505,41284.96805,5483.742653,4452.968616
069 - TRANSIENT ISCHEMIA,NM,341,18256.82698,5232.70088,4166.208211
069 - TRANSIENT ISCHEMIA,NV,441,35038.71429,5288.732426,4037.063492
069 - TRANSIENT ISCHEMIA,NY,5436,21550.83057,6312.290839,5202.737123
069 - TRANSIENT ISCHEMIA,OH,3438,18825.19255,4643.421757,3549.250436
069 - TRANSIENT ISCHEMIA,OK,1358,16900.62592,4565.446981,3487.004418
069 - TRANSIENT ISCHEMIA,OR,306,14832.4085,5432.264706,4152.526144
069 - TRANSIENT ISCHEMIA,PA,4336,24016.73732,5026.595941,3904.782057
069 - TRANSIENT ISCHEMIA,RI,176,17627.97727,5707.420455,4310.136364
069 - TRANSIENT ISCHEMIA,SC,1368,21524.5731,4748.840643,3544.71345
069 - TRANSIENT ISCHEMIA,SD,142,15390.6831,5343.767606,3878.880282
069 - TRANSIENT ISCHEMIA,TN,1674,20562.42593,4607.221625,3315.433692
069 - TRANSIENT ISCHEMIA,TX,6424,27169.60897,4926.099004,3684.903798
069 - TRANSIENT ISCHEMIA,UT,242,13698.53719,5020.049587,3490.18595
069 - TRANSIENT ISCHEMIA,VA,2556,18515.56064,4632.898279,3497.880673
069 - TRANSIENT ISCHEMIA,VT,71,12526.74648,5958.774648,5003.225352
069 - TRANSIENT ISCHEMIA,WA,1031,21810.00776,5403.316198,3970.171678
069 - TRANSIENT ISCHEMIA,WI,958,18070.95407,4983.174322,3672.258873
069 - TRANSIENT ISCHEMIA,WV,871,12820.43398,4759.632606,3715.808266
069 - TRANSIENT ISCHEMIA,WY,51,15417.64706,6321.72549,5289.156863
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AK,17,28619.05882,9054.058824,8041.117647
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AL,593,25546.28331,5486.467116,4102.615514
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AR,287,18039.24739,5268.662021,4226.393728
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AZ,335,29837.93731,6527.092537,5110.262687
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CA,1836,42819.54085,7803.500545,6852.747821
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CO,263,27549.14449,6319.087452,4937.768061
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CT,306,22801.30392,7255.029412,6231.235294
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DC,93,25472.50538,8582.634409,7454.096774
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DE,97,16422.51546,6852.515464,5773.113402
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,FL,2184,32323.29808,5648.449634,4457.34707
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,GA,726,21094.63636,5743.581267,4616.538567
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,HI,31,29915.06452,10458.19355,7655.387097
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IA,167,17909.71257,5701.952096,4475.095808
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ID,43,16730.83721,6109.488372,4261.837209
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IL,1660,25545.10301,6936.407831,5320.081928
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IN,793,21673.48676,6031.12232,4683.437579
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KS,250,23003.764,5762.468,4288.532
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KY,453,19776.61148,5913.381898,4479.529801
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,LA,483,23467.26501,5787.755694,4723.828157
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MA,790,14630.59494,7827.559494,6712.118987
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MD,711,8959.164557,8446.164557,7378.74121
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ME,114,15223.99123,6177.359649,5108.631579
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MI,1295,16189.19228,6460.699614,5320.6139
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MN,335,19263.30448,6537.832836,5177.555224
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MO,659,20751.04856,5665.737481,4566.233687
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MS,409,23195.64548,5438.701711,4562.149144
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MT,37,14532.81081,5699.540541,4691.594595
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NC,1028,18096.80934,6171.875486,5061.379377
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ND,27,15354.88889,5719.62963,4911.481481
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NE,94,19070.35106,6279.585106,4648.351064
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NH,103,18077.30097,5972.708738,5067.572816
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NJ,971,45712.76313,6752.641607,5551.522142
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NM,102,19539.68627,6478.72549,5271.431373
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NV,128,45972.38281,6731.695313,4764.335938
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NY,1853,25561.1252,8293.8381,7178.668645
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OH,1262,19791.32884,5905.412044,4783.325674
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OK,367,23500.61035,5775.299728,4653.201635
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OR,162,17527.83333,6423.598765,5071.728395
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,PA,1444,35863.30125,6891.083795,5780.76385
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,RI,87,17677.25287,6779.218391,5741.862069
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SC,401,25688.02993,6069.476309,4600.645885
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SD,63,21950.52381,5906.142857,5029.761905
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TN,683,21787.63982,5386.714495,4270.060029
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TX,1987,29726.00856,6158.932562,4870.78762
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,UT,74,18589.47297,6470.351351,4270.716216
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VA,638,19830.63793,6015.390282,4585.87931
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VT,45,18252.8,10972.73333,5674.888889
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WA,384,23359.58854,6436.992188,5184.59375
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WI,402,18856.06965,6155.840796,4937.495025
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WV,194,14250.58247,5615.046392,4791.237113
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WY,31,18900.25806,7673.548387,6058.322581
101 - SEIZURES W/O MCC,AK,58,29222.72414,7963.017241,7049.482759
101 - SEIZURES W/O MCC,AL,1068,19788.6985,4600.551498,3535.910112
101 - SEIZURES W/O MCC,AR,445,14984.95056,4739.973034,3642.710112
101 - SEIZURES W/O MCC,AZ,741,26187.21053,5975.919028,4358.716599
101 - SEIZURES W/O MCC,CA,3416,40107.16862,6980.970141,5943.221897
101 - SEIZURES W/O MCC,CO,484,27484.29339,5534.82438,4470.035124
101 - SEIZURES W/O MCC,CT,653,22358.88515,6467.883614,5345.773354
101 - SEIZURES W/O MCC,DC,197,27063.10152,8110.203046,7221.309645
101 - SEIZURES W/O MCC,DE,180,14876.48333,5604,4668.372222
101 - SEIZURES W/O MCC,FL,3977,27050.02942,5105.624089,4024.489062
101 - SEIZURES W/O MCC,GA,1248,20257.95673,5164.572115,3996.107372
101 - SEIZURES W/O MCC,HI,64,18006.125,7105.78125,5043.484375
101 - SEIZURES W/O MCC,IA,395,15144.05316,5248.162025,4175.281013
101 - SEIZURES W/O MCC,ID,98,14992.10204,5232.173469,4166.510204
101 - SEIZURES W/O MCC,IL,2897,21834.00725,5691.095271,4527.954436
101 - SEIZURES W/O MCC,IN,1271,16091.18253,5008.211644,3982.044847
101 - SEIZURES W/O MCC,KS,383,23199.74151,4854.830287,3684.924282
101 - SEIZURES W/O MCC,KY,1128,16106.3156,4988.160461,4015.760638
101 - SEIZURES W/O MCC,LA,815,17229.28834,4944.554601,3782.802454
101 - SEIZURES W/O MCC,MA,1639,15010.0665,6901.535692,5914.241611
101 - SEIZURES W/O MCC,MD,1452,8420.819559,7944.288567,6917.019972
101 - SEIZURES W/O MCC,ME,205,12851.96585,5092.731707,3966.970732
101 - SEIZURES W/O MCC,MI,2392,14187.9862,5812.971154,4693.537207
101 - SEIZURES W/O MCC,MN,791,19399.06827,6050.767383,4648.204804
101 - SEIZURES W/O MCC,MO,1271,18385.08655,4986.040126,3827.214792
101 - SEIZURES W/O MCC,MS,634,18295.98896,4660.050473,3733.124606
101 - SEIZURES W/O MCC,MT,92,13150.90217,5054.01087,3867.413043
101 - SEIZURES W/O MCC,NC,1682,17792.76813,5417.922711,4389.153389
101 - SEIZURES W/O MCC,ND,86,12958.44186,4997.604651,4040.383721
101 - SEIZURES W/O MCC,NE,272,19356.48897,5694.393382,4435.595588
101 - SEIZURES W/O MCC,NH,234,19628.83761,5921.863248,4433.559829
101 - SEIZURES W/O MCC,NJ,2202,45294.57584,6200.084923,5141.148955
101 - SEIZURES W/O MCC,NM,248,19032.50403,5973.572581,4835.072581
101 - SEIZURES W/O MCC,NV,362,34221.83425,5642.936464,4284.367403
101 - SEIZURES W/O MCC,NY,4472,25969.08475,7811.121869,6722.735242
101 - SEIZURES W/O MCC,OH,2315,20715.66091,5304.382289,4247.589633
101 - SEIZURES W/O MCC,OK,641,17556.63027,5006.728549,4038.25897
101 - SEIZURES W/O MCC,OR,230,16910.19565,6051.356522,4688.134783
101 - SEIZURES W/O MCC,PA,2574,28805.57809,5962.690754,4795.940948
101 - SEIZURES W/O MCC,RI,173,17781.16185,6122.786127,4770.156069
101 - SEIZURES W/O MCC,SC,834,22667.41607,5225.738609,4152.221823
101 - SEIZURES W/O MCC,SD,93,20412.01075,5250.688172,4350.333333
101 - SEIZURES W/O MCC,TN,1118,18355.76834,4915.455277,3721.734347
101 - SEIZURES W/O MCC,TX,3669,27377.9136,5328.430908,4224.953666
101 - SEIZURES W/O MCC,UT,136,15274.40441,6059.25,4593.816176
101 - SEIZURES W/O MCC,VA,1367,18593.83102,5137.283102,4012.38259
101 - SEIZURES W/O MCC,VT,64,12628.82813,6378.421875,5314.4375
101 - SEIZURES W/O MCC,WA,636,22539.97484,5851.646226,4483.783019
101 - SEIZURES W/O MCC,WI,707,16937.91089,5442.427157,4165.591231
101 - SEIZURES W/O MCC,WV,488,11858.42213,5182.979508,4206.071721
101 - SEIZURES W/O MCC,WY,49,15535.14286,6399.897959,5436.061224
149 - DYSEQUILIBRIUM,AK,11,17937.72727,7117.090909,6280.727273
149 - DYSEQUILIBRIUM,AL,355,17371.58873,3705.011268,2634.464789
149 - DYSEQUILIBRIUM,AR,169,13079.26036,3705.112426,2689.751479
149 - DYSEQUILIBRIUM,AZ,426,23438.42019,4369.13615,3020.476526
149 - DYSEQUILIBRIUM,CA,1375,33891.87127,5573.197091,4388.135273
149 - DYSEQUILIBRIUM,CO,266,20613.55263,4314.691729,3227.203008
149 - DYSEQUILIBRIUM,CT,375,18257.71733,5355.488,3921.669333
149 - DYSEQUILIBRIUM,DC,87,18401.68966,6072.517241,4762.965517
149 - DYSEQUILIBRIUM,DE,129,12669.08527,5014.984496,3594.472868
149 - DYSEQUILIBRIUM,FL,2429,24543.92137,3963.600247,2780.555784
149 - DYSEQUILIBRIUM,GA,519,19001.53372,4120.508671,2871.100193
149 - DYSEQUILIBRIUM,HI,26,18340.92308,5473.461538,3225.423077
149 - DYSEQUILIBRIUM,IA,146,14833.50685,4048.760274,2751.910959
149 - DYSEQUILIBRIUM,ID,36,12605.02778,4132.222222,2758.055556
149 - DYSEQUILIBRIUM,IL,2004,19887.89571,4617.056387,3338.786926
149 - DYSEQUILIBRIUM,IN,774,15377.67183,4053.531008,2893.30491
149 - DYSEQUILIBRIUM,KS,151,18117.57616,3888.536424,2762.543046
149 - DYSEQUILIBRIUM,KY,446,15400.7287,3940.829596,2904.058296
149 - DYSEQUILIBRIUM,LA,207,15906.73913,3942.125604,2857.222222
149 - DYSEQUILIBRIUM,MA,1083,11183.4072,5426.974146,4314.860572
149 - DYSEQUILIBRIUM,MD,848,6097.692217,5750.485849,4636.836085
149 - DYSEQUILIBRIUM,ME,93,12317.78495,4246.16129,3174.752688
149 - DYSEQUILIBRIUM,MI,1294,12964.89335,4501.03323,3403.829212
149 - DYSEQUILIBRIUM,MN,369,15078.31165,4779.523035,3282.495935
149 - DYSEQUILIBRIUM,MO,424,18232.94575,3972.893868,2829.742925
149 - DYSEQUILIBRIUM,MS,278,17150.65108,3859.964029,2748.377698
149 - DYSEQUILIBRIUM,MT,34,13229.97059,4187.911765,2886.970588
149 - DYSEQUILIBRIUM,NC,666,14674.08859,4213.704204,3122.861862
149 - DYSEQUILIBRIUM,ND,24,10897.75,4417.041667,2927.166667
149 - DYSEQUILIBRIUM,NE,118,17876.73729,4359.330508,2961.949153
149 - DYSEQUILIBRIUM,NH,98,15398.4898,4223.714286,3118.295918
149 - DYSEQUILIBRIUM,NJ,1225,35859.34122,4779.313469,3578.790204
149 - DYSEQUILIBRIUM,NM,85,16089.58824,4926.082353,3784.929412
149 - DYSEQUILIBRIUM,NV,177,30537.07345,4494.40113,3303.073446
149 - DYSEQUILIBRIUM,NY,2723,18422.87073,5981.347044,4849.417554
149 - DYSEQUILIBRIUM,OH,1418,15854.32511,4074.78914,2952.509168
149 - DYSEQUILIBRIUM,OK,322,15369.28882,3973.177019,2819.170807
149 - DYSEQUILIBRIUM,OR,100,13672.05,4580.81,3377.85
149 - DYSEQUILIBRIUM,PA,1649,22524.22195,4399.717404,3263.508187
149 - DYSEQUILIBRIUM,RI,73,18679.0411,5158.671233,3705.287671
149 - DYSEQUILIBRIUM,SC,261,20018.08812,4102.363985,2820.272031
149 - DYSEQUILIBRIUM,SD,38,13743.89474,4521.105263,2874.421053
149 - DYSEQUILIBRIUM,TN,433,16674.05081,3908.674365,2663.060046
149 - DYSEQUILIBRIUM,TX,1392,25336.03161,4240.948994,3014.851293
149 - DYSEQUILIBRIUM,UT,55,11637.4,4362.109091,2718.054545
149 - DYSEQUILIBRIUM,VA,775,15456.04,4142.487742,2886.935484
149 - DYSEQUILIBRIUM,VT,31,13638.3871,5252.387097,4176.387097
149 - DYSEQUILIBRIUM,WA,282,19747.12411,4618.723404,3325.769504
149 - DYSEQUILIBRIUM,WI,438,15090.71461,4213.216895,3100.851598
149 - DYSEQUILIBRIUM,WV,202,10727.85644,4103.836634,2817.247525
149 - DYSEQUILIBRIUM,WY,22,11937.54545,5460.954545,4362.954545
176 - PULMONARY EMBOLISM W/O MCC,AK,57,35283.26316,10297.33333,9178.526316
176 - PULMONARY EMBOLISM W/O MCC,AL,892,27214.42489,6242.65583,4819.012332
176 - PULMONARY EMBOLISM W/O MCC,AR,530,20160.39623,6079.111321,5024.869811
176 - PULMONARY EMBOLISM W/O MCC,AZ,888,30649.09459,7559.109234,6173.338964
176 - PULMONARY EMBOLISM W/O MCC,CA,2377,50311.31005,9037.867059,7764.004628
176 - PULMONARY EMBOLISM W/O MCC,CO,739,26357.81326,7036.014885,5799.292287
176 - PULMONARY EMBOLISM W/O MCC,CT,458,26040.34279,8848.786026,7201.921397
176 - PULMONARY EMBOLISM W/O MCC,DC,154,30674.72078,9915.525974,8260.883117
176 - PULMONARY EMBOLISM W/O MCC,DE,158,19629.78481,7508.639241,6516.525316
176 - PULMONARY EMBOLISM W/O MCC,FL,2617,36231.48147,6722.755445,5360.308368
176 - PULMONARY EMBOLISM W/O MCC,GA,1225,24199.05714,6906.137959,5495.892245
176 - PULMONARY EMBOLISM W/O MCC,HI,52,26991.13462,10041.53846,8812.711538
176 - PULMONARY EMBOLISM W/O MCC,IA,522,19288.36207,6569.04023,5565.616858
176 - PULMONARY EMBOLISM W/O MCC,ID,218,17822.88532,6843.266055,5583.633028
176 - PULMONARY EMBOLISM W/O MCC,IL,2173,28743.55315,7510.488725,6024.988955
176 - PULMONARY EMBOLISM W/O MCC,IN,1090,22806.82569,6661.316514,5421.079817
176 - PULMONARY EMBOLISM W/O MCC,KS,411,24300.3747,6362.683698,5127.513382
176 - PULMONARY EMBOLISM W/O MCC,KY,700,21227.56714,6677.64,5507.191429
176 - PULMONARY EMBOLISM W/O MCC,LA,570,25915.93684,6388.05614,5402.033333
176 - PULMONARY EMBOLISM W/O MCC,MA,1085,17353.35945,8782.919816,7636.853456
176 - PULMONARY EMBOLISM W/O MCC,MD,1067,9801.136832,9260.319588,8096.185567
176 - PULMONARY EMBOLISM W/O MCC,ME,217,17800.76959,7332.133641,5908
176 - PULMONARY EMBOLISM W/O MCC,MI,1646,19518.27825,7504.473269,6369.99757
176 - PULMONARY EMBOLISM W/O MCC,MN,798,19908.98496,7497.357143,6110.982456
176 - PULMONARY EMBOLISM W/O MCC,MO,939,25424.63472,6735.903088,5561.477103
176 - PULMONARY EMBOLISM W/O MCC,MS,588,24076.2534,6272.697279,5263.853741
176 - PULMONARY EMBOLISM W/O MCC,MT,170,14098.89412,6650.717647,5422.635294
176 - PULMONARY EMBOLISM W/O MCC,NC,1657,19620.16113,7049.49487,5788.673506
176 - PULMONARY EMBOLISM W/O MCC,ND,124,13950.28226,6852.887097,5739.733871
176 - PULMONARY EMBOLISM W/O MCC,NE,328,23126.06098,7062.179878,5560.637195
176 - PULMONARY EMBOLISM W/O MCC,NH,228,21763.44298,7193.657895,5917.315789
176 - PULMONARY EMBOLISM W/O MCC,NJ,1058,59548.93856,7942.720227,6589.181474
176 - PULMONARY EMBOLISM W/O MCC,NM,255,23898.60392,7563.52549,6552.290196
176 - PULMONARY EMBOLISM W/O MCC,NV,281,43332.02491,7588.370107,6090.854093
176 - PULMONARY EMBOLISM W/O MCC,NY,1745,28390.10201,8971.727794,7519.323782
176 - PULMONARY EMBOLISM W/O MCC,OH,1568,22233.38776,6749.795281,5573.492347
176 - PULMONARY EMBOLISM W/O MCC,OK,566,22924.90989,6583.229682,5454.980565
176 - PULMONARY EMBOLISM W/O MCC,OR,361,18395.07202,7743.869806,6147.925208
176 - PULMONARY EMBOLISM W/O MCC,PA,1832,32522.22871,7279.305677,6125.024563
176 - PULMONARY EMBOLISM W/O MCC,RI,110,23879.85455,8065.918182,6650.336364
176 - PULMONARY EMBOLISM W/O MCC,SC,867,28773.58131,6766.512111,5570.023068
176 - PULMONARY EMBOLISM W/O MCC,SD,167,19628.94012,7105.676647,5875.035928
176 - PULMONARY EMBOLISM W/O MCC,TN,974,21493.70431,6253.355236,4915.535934
176 - PULMONARY EMBOLISM W/O MCC,TX,2264,34810.25398,6926.787102,5707.713339
176 - PULMONARY EMBOLISM W/O MCC,UT,442,16966.39367,7210.904977,5318.183258
176 - PULMONARY EMBOLISM W/O MCC,VA,1284,21327.36916,6649.774143,5413.788162
176 - PULMONARY EMBOLISM W/O MCC,VT,105,14899.68571,8269.857143,7399.285714
176 - PULMONARY EMBOLISM W/O MCC,WA,715,24405.94825,7554.868531,6193.66993
176 - PULMONARY EMBOLISM W/O MCC,WI,966,19547.47412,6891.993789,5686.944099
176 - PULMONARY EMBOLISM W/O MCC,WV,327,17987.17737,6722.828746,5808.201835
176 - PULMONARY EMBOLISM W/O MCC,WY,88,19258.61364,8850.545455,7611.511364
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AK,40,62320.8,19924.15,19176.325
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AL,1568,51143.40816,11996.01531,10953.65497
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AR,840,31290.375,11721.61667,10870.99881
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AZ,971,55149.23996,14397.01751,13221.24305
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CA,6566,99022.40908,17899.33613,16932.83795
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CO,626,54060.2508,12931.13419,11825.51597
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CT,1236,42648.22006,16198.25,15203.89482
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,DC,82,56634.67073,19232.9878,17691.53659
